review_id,text,sentiment,category
378,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
379,"Des frais cachés s'ajoutent à la fin, ce n'est pas honnête..",Négatif,Prix
380,"Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
381,"Service client au top, aimable et très efficace..",Positif,Service Client
382,Livreur désagréable qui a laissé le colis sur le trottoir.,Négatif,Livraison
383,"Délai d'attente interminable pour la livraison, plus d'une semaine de retard.",Négatif,Livraison
384,Mon avis : Tarif tout à fait raisonnable et accessible.,Positif,Prix
385,Remplacement du produit défectueux fait sans aucun frais ni discussion. à voir dans le temps.,Positif,Service Client
386,"Arrivé pile à l'heure, rien à redire sur le transport.",Positif,Livraison
387,"Le tarif a augmenté de 20% sans explication, c'est abusé.",Négatif,Prix
388,"Reçu très rapidement, emballage soigné et sécurisé. Déçu.",Positif,Livraison
389,Mon avis : Le support a été d'une grande aide pour configurer l'appareil.,Positif,Service Client
390,Le prix est dans la moyenne du marché. !,Neutre,Prix
391,"Honnêtement, Rapport qualité-prix imbattable sur le marché actuel.",Positif,Prix
392,"Arrivé pile à l'heure, rien à redire sur le transport..",Positif,Livraison
393,Prix correct pour les prestations fournies.,Neutre,Prix
394,"Réponse reçue en 48 heures, standard.",Neutre,Service Client
395,"Honnêtement, Le produit est de super qualité, je recommande vivement !",Positif,Produit
396,"La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation. !",Négatif,Produit
397,"Livraison correcte, dans les délais annoncés.",Neutre,Livraison
398,"La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation.",Négatif,Produit
399,"Bonjour, Très bon prix avec la promotion en cours.",Positif,Prix
400,Rapport qualité-prix imbattable sur le marché actuel.,Positif,Prix
401,"Je l'utilise tous les jours, c'est un produit génial !",Positif,Produit
402,"Pour ma part, SAV poli mais procédure d'échange un peu longue.",Neutre,Service Client
403,"Le produit est de super qualité, je recommande vivement !",Positif,Produit
404,"Rapport qualité-prix très défavorable, je regrette cet achat coûteux. Je conseille.",Négatif,Prix
405,"Honnêtement, Produit moyen, fait le job mais sans plus.",Neutre,Produit
406,"Retard de livraison inadmissible, aucun suivi disponible.",Négatif,Livraison
407,Le prix est prohibitif par rapport aux performances du produit.,Négatif,Prix
408,"Honnêtement, La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation.",Négatif,Produit
409,Le SAV refuse de me rembourser malgré le défaut. Service lamentable.,Négatif,Service Client
410,Très bonne écoute de la part du conseiller au téléphone.,Positif,Service Client
411,Beaucoup trop cher pour ce que c'est réellement.,Négatif,Prix
412,"Bonjour, Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
413,Trop cher pour une qualité aussi basique.,Négatif,Prix
414,"Honnêtement, Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
415,"Mon avis : Un excellent produit, robuste et conforme à mes attentes.",Positif,Produit
416,Beaucoup trop cher pour ce que c'est réellement.,Négatif,Prix
417,"Expédition rapide et colis très bien protégé, merci !",Positif,Livraison
418,"Délai d'attente interminable pour la livraison, plus d'une semaine de retard.",Négatif,Livraison
419,"Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
420,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
421,On me ballade de service en service sans résoudre mon problème.,Négatif,Service Client
422,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
423,"Bonjour, Livraison en 24h chrono, impressionnant !",Positif,Livraison
424,"Passez votre chemin, c'est du bas de gamme.",Négatif,Produit
425,Colis reçu. Rien à signaler de particulier. Je conseille.,Neutre,Livraison
426,"Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
427,"Mon avis : Passez votre chemin, c'est du bas de gamme.",Négatif,Produit
428,"Qualité standard, conforme au prix payé. Je conseille.",Neutre,Produit
429,"Pour ma part, Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
430,"Honnêtement, Le colis est arrivé ouvert et abîmé. Très mécontent.",Négatif,Livraison
431,Le SAV refuse de me rembourser malgré le défaut. Service lamentable. à voir dans le temps.,Négatif,Service Client
432,Le colis est arrivé ouvert et abîmé. Très mécontent.,Négatif,Livraison
433,Le colis est arrivé ouvert et abîmé. Très mécontent. !,Négatif,Livraison
434,"Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
435,"Passez votre chemin, c'est du bas de gamme.",Négatif,Produit
436,"Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
437,"Livraison ultra rapide, colis reçu en parfait état !",Positif,Livraison
438,"Qualité standard, conforme au prix payé. Déçu.",Neutre,Produit
439,"Honnêtement, Le support a été d'une grande aide pour configurer l'appareil.",Positif,Service Client
440,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
441,"Rapport qualité-prix très défavorable, je regrette cet achat coûteux.",Négatif,Prix
442,"Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
443,Le SAV a traité ma demande de remboursement en quelques minutes. !,Positif,Service Client
444,Rapport qualité-prix imbattable sur le marché actuel. Déçu.,Positif,Prix
445,"Qualité standard, conforme au prix payé.",Neutre,Produit
446,"Des frais cachés s'ajoutent à la fin, ce n'est pas honnête.",Négatif,Prix
447,"Fonctionne à merveille, le design est superbe.",Positif,Produit
448,Service après-vente incompétent qui n'a pas compris mon problème.,Négatif,Service Client
449,"Le tarif a augmenté de 20% sans explication, c'est abusé.",Négatif,Prix
450,"Matériel de qualité professionnelle, très simple à utiliser.",Positif,Produit
451,Mon avis : Temps d'attente correct pour joindre le support. Déçu.,Neutre,Service Client
452,"Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
453,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
454,"Pour ma part, Trop cher pour une qualité aussi basique.",Négatif,Prix
455,Mon avis : Le prix est prohibitif par rapport aux performances du produit.,Négatif,Prix
456,Le SAV a traité ma demande de remboursement en quelques minutes.,Positif,Service Client
457,Les fonctionnalités promises ne sont pas là. Très décevant.,Négatif,Produit
458,"Aucune considération pour le client, SAV inexistant. !",Négatif,Service Client
459,Service après-vente incompétent qui n'a pas compris mon problème.,Négatif,Service Client
460,"Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
461,"Reçu très rapidement, emballage soigné et sécurisé..",Positif,Livraison
462,"Très satisfait de cet achat, fonctionne parfaitement bien.",Positif,Produit
463,"Fonctionne à merveille, le design est superbe.",Positif,Produit
464,"Bonjour, Service après-vente incompétent qui n'a pas compris mon problème.",Négatif,Service Client
465,On trouve exactement le même produit deux fois moins cher ailleurs.,Négatif,Prix
466,"Honnêtement, Aucune considération pour le client, SAV inexistant.",Négatif,Service Client
467,Un prix très compétitif pour une telle qualité de service.,Positif,Prix
468,Le prix est dans la moyenne du marché.,Neutre,Prix
469,"Mon avis : Livraison en 24h chrono, impressionnant ! Déçu.",Positif,Livraison
470,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
471,"Livraison catastrophique, le colis a été perdu par le transporteur..",Négatif,Livraison
472,"Réponse reçue en 48 heures, standard..",Neutre,Service Client
473,"Livraison correcte, dans les délais annoncés. Je conseille.",Neutre,Livraison
474,"Arrivé pile à l'heure, rien à redire sur le transport.",Positif,Livraison
475,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
476,On me ballade de service en service sans résoudre mon problème..,Négatif,Service Client
477,"Réponse reçue en 48 heures, standard.",Neutre,Service Client
478,"Conseiller au téléphone impoli, agressif et d'aucune aide.",Négatif,Service Client
479,Beaucoup trop cher pour ce que c'est réellement.,Négatif,Prix
480,"Ni cher ni bon marché, tarif normal.",Neutre,Prix
481,"Honnêtement, Livraison catastrophique, le colis a été perdu par le transporteur.",Négatif,Livraison
482,Mon avis : Livré avec un jour de retard mais carton intact. !,Neutre,Livraison
483,"Livraison ultra rapide, colis reçu en parfait état !",Positif,Livraison
484,"Pour ma part, Service après-vente incompétent qui n'a pas compris mon problème. Je conseille.",Négatif,Service Client
485,Je suis surpris de la qualité pour un prix aussi bas.,Positif,Prix
486,"Bonjour, La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation.",Négatif,Produit
487,"Plastique de mauvaise qualité, très fragile, je ne recommande pas.",Négatif,Produit
488,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
489,Beaucoup trop cher pour ce que c'est réellement.,Négatif,Prix
490,"Expédition rapide et colis très bien protégé, merci !",Positif,Livraison
491,Support client réactif et très professionnel. Problème résolu !,Positif,Service Client
492,"Pour ma part, Livreur désagréable qui a laissé le colis sur le trottoir.",Négatif,Livraison
493,Le prix est dans la moyenne du marché.,Neutre,Prix
494,"Plastique de mauvaise qualité, très fragile, je ne recommande pas. !",Négatif,Produit
495,"La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation.",Négatif,Produit
496,"Expédition rapide et colis très bien protégé, merci !",Positif,Livraison
497,"Je l'utilise tous les jours, c'est un produit génial !",Positif,Produit
498,"Rapport qualité-prix très défavorable, je regrette cet achat coûteux.",Négatif,Prix
499,SAV poli mais procédure d'échange un peu longue.,Neutre,Service Client
500,Le colis est arrivé ouvert et abîmé. Très mécontent.,Négatif,Livraison
501,"Fonctionne à merveille, le design est superbe.",Positif,Produit
502,"Temps de livraison moyen, emballage standard. Déçu.",Neutre,Livraison
503,SAV poli mais procédure d'échange un peu longue.,Neutre,Service Client
504,Ne correspond pas du tout à la photo ni à la description.,Négatif,Produit
505,"Matériel de qualité professionnelle, très simple à utiliser.",Positif,Produit
506,"Rapport qualité-prix très défavorable, je regrette cet achat coûteux. !",Négatif,Prix
507,"Pour ma part, Une équipe de support client très humaine et attentionnée.",Positif,Service Client
508,"Qualité standard, conforme au prix payé.",Neutre,Produit
509,"Arrivé pile à l'heure, rien à redire sur le transport.",Positif,Livraison
510,"Mon avis : Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
511,Service après-vente incompétent qui n'a pas compris mon problème.,Négatif,Service Client
512,Tarif standard sans réduction particulière.,Neutre,Prix
513,"Bonjour, Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
514,"Livraison en 24h chrono, impressionnant !",Positif,Livraison
515,"Honnêtement, Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
516,"Bonjour, Matériel de qualité professionnelle, très simple à utiliser.",Positif,Produit
517,"Passez votre chemin, c'est du bas de gamme.",Négatif,Produit
518,"Ni cher ni bon marché, tarif normal.",Neutre,Prix
519,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
520,"Service client au top, aimable et très efficace.",Positif,Service Client
521,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
522,"Mon avis : Aucune considération pour le client, SAV inexistant.",Négatif,Service Client
523,"Produit moyen, fait le job mais sans plus.",Neutre,Produit
524,"Livraison ultra rapide, colis reçu en parfait état !",Positif,Livraison
525,Je suis surpris de la qualité pour un prix aussi bas.,Positif,Prix
526,"Livraison ultra rapide, colis reçu en parfait état !",Positif,Livraison
527,"Livraison ultra rapide, colis reçu en parfait état !",Positif,Livraison
528,"Mon avis : Impossible de joindre le service client, le téléphone sonne dans le vide.",Négatif,Service Client
529,"Bonjour, On trouve exactement le même produit deux fois moins cher ailleurs.",Négatif,Prix
530,Une équipe de support client très humaine et attentionnée.,Positif,Service Client
531,Le SAV refuse de me rembourser malgré le défaut. Service lamentable. !,Négatif,Service Client
532,Rapport qualité-prix imbattable sur le marché actuel.,Positif,Prix
533,"Retard de livraison inadmissible, aucun suivi disponible.",Négatif,Livraison
534,"Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
535,"Bonjour, Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
536,"Bonne affaire, beaucoup moins cher qu'en magasin physique.",Positif,Prix
537,Prix correct pour les prestations fournies.,Neutre,Prix
538,"Pour ma part, Une équipe de support client très humaine et attentionnée.",Positif,Service Client
539,Le colis est arrivé avec trois jours de retard et carton écrasé.,Négatif,Livraison
540,"Déçu par cet article, il ne fonctionne pas du tout. Je conseille.",Négatif,Produit
541,"Livraison correcte, dans les délais annoncés..",Neutre,Livraison
542,SAV poli mais procédure d'échange un peu longue.,Neutre,Service Client
543,"Je l'utilise tous les jours, c'est un produit génial !",Positif,Produit
544,Le colis est arrivé ouvert et abîmé. Très mécontent.,Négatif,Livraison
545,Mon avis : SAV poli mais procédure d'échange un peu longue.,Neutre,Service Client
546,"Ni cher ni bon marché, tarif normal.",Neutre,Prix
547,"Bonne affaire, beaucoup moins cher qu'en magasin physique.",Positif,Prix
548,"Aucune considération pour le client, SAV inexistant.",Négatif,Service Client
549,SAV poli mais procédure d'échange un peu longue. Je conseille.,Neutre,Service Client
550,Ne correspond pas du tout à la photo ni à la description.,Négatif,Produit
551,Temps d'attente correct pour joindre le support.,Neutre,Service Client
552,"Bonjour, Une équipe de support client très humaine et attentionnée.",Positif,Service Client
553,Le support a été d'une grande aide pour configurer l'appareil.,Positif,Service Client
554,"Honnêtement, Des frais cachés s'ajoutent à la fin, ce n'est pas honnête.",Négatif,Prix
555,"Temps de livraison moyen, emballage standard.",Neutre,Livraison
556,"Pour ma part, Le support a été d'une grande aide pour configurer l'appareil.",Positif,Service Client
557,"Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
558,"Aucune considération pour le client, SAV inexistant.",Négatif,Service Client
559,On me ballade de service en service sans résoudre mon problème.,Négatif,Service Client
560,"Je l'utilise tous les jours, c'est un produit génial !",Positif,Produit
561,SAV poli mais procédure d'échange un peu longue.,Neutre,Service Client
562,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
563,Prix correct pour les prestations fournies.,Neutre,Prix
564,Mon avis : Très bonne écoute de la part du conseiller au téléphone.,Positif,Service Client
565,"Qualité standard, conforme au prix payé.",Neutre,Produit
566,"Déçu par cet article, il ne fonctionne pas du tout.",Négatif,Produit
567,Mon avis : Ne correspond pas du tout à la photo ni à la description.,Négatif,Produit
568,"Honnêtement, Colis reçu. Rien à signaler de particulier.",Neutre,Livraison
569,Le prix est dans la moyenne du marché. Déçu.,Neutre,Prix
570,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
571,"Livraison ultra rapide, colis reçu en parfait état ! Déçu.",Positif,Livraison
572,SAV poli mais procédure d'échange un peu longue.,Neutre,Service Client
573,Mon avis : Support client réactif et très professionnel. Problème résolu !,Positif,Service Client
574,SAV poli mais procédure d'échange un peu longue. Déçu.,Neutre,Service Client
575,"Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
576,Le colis est arrivé avec trois jours de retard et carton écrasé.,Négatif,Livraison
577,"Honnêtement, J'attends une réponse du support par mail depuis deux semaines.",Négatif,Service Client
578,"Bonne affaire, beaucoup moins cher qu'en magasin physique. à voir dans le temps.",Positif,Prix
579,Le prix est prohibitif par rapport aux performances du produit.,Négatif,Prix
580,Le colis est arrivé avec trois jours de retard et carton écrasé.,Négatif,Livraison
581,J'attends une réponse du support par mail depuis deux semaines.,Négatif,Service Client
582,"Retard de livraison inadmissible, aucun suivi disponible.",Négatif,Livraison
583,"Honnêtement, Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
584,Une équipe de support client très humaine et attentionnée.,Positif,Service Client
585,Rapport qualité-prix imbattable sur le marché actuel.,Positif,Prix
586,Les fonctionnalités promises ne sont pas là. Très décevant.,Négatif,Produit
587,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
588,On me ballade de service en service sans résoudre mon problème. à voir dans le temps.,Négatif,Service Client
589,"Conseiller au téléphone impoli, agressif et d'aucune aide.",Négatif,Service Client
590,"Conforme à la description, les finitions sont magnifiques.",Positif,Produit
591,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
592,"Ni cher ni bon marché, tarif normal.",Neutre,Prix
593,"Temps de livraison moyen, emballage standard..",Neutre,Livraison
594,"Des frais cachés s'ajoutent à la fin, ce n'est pas honnête.",Négatif,Prix
595,"Conforme à la description, les finitions sont magnifiques.",Positif,Produit
596,"Pour ma part, Conforme à la description, les finitions sont magnifiques.",Positif,Produit
597,"Super service de livraison, livreur très courtois et ponctuel. Déçu.",Positif,Livraison
598,"Honnêtement, Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
599,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
600,"Pour ma part, Ni cher ni bon marché, tarif normal.",Neutre,Prix
601,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
602,Mon avis : Le colis est arrivé avec trois jours de retard et carton écrasé. Je conseille.,Négatif,Livraison
603,"Excellent rapport qualité prix, je rachèterai sans hésiter.",Positif,Prix
604,"Réponse reçue en 48 heures, standard.",Neutre,Service Client
605,"Passez votre chemin, c'est du bas de gamme.",Négatif,Produit
606,"Qualité standard, conforme au prix payé. Déçu.",Neutre,Produit
607,"Pour ma part, Tarif tout à fait raisonnable et accessible.",Positif,Prix
608,Colis reçu. Rien à signaler de particulier.,Neutre,Livraison
609,"Livraison en 24h chrono, impressionnant !.",Positif,Livraison
610,Le prix est dans la moyenne du marché.,Neutre,Prix
611,"Qualité standard, conforme au prix payé.",Neutre,Produit
612,"Temps de livraison moyen, emballage standard.",Neutre,Livraison
613,"Pour ma part, Colis reçu. Rien à signaler de particulier.",Neutre,Livraison
614,Temps d'attente correct pour joindre le support. à voir dans le temps.,Neutre,Service Client
615,"Produit moyen, fait le job mais sans plus.",Neutre,Produit
616,Service après-vente incompétent qui n'a pas compris mon problème.,Négatif,Service Client
617,Mon avis : Très bon prix avec la promotion en cours.,Positif,Prix
618,"Honnêtement, On trouve exactement le même produit deux fois moins cher ailleurs.",Négatif,Prix
619,"Correct dans l'ensemble, mais quelques détails à améliorer. Je conseille.",Neutre,Produit
620,"Ni cher ni bon marché, tarif normal.",Neutre,Prix
621,On trouve exactement le même produit deux fois moins cher ailleurs.,Négatif,Prix
622,"Expédition rapide et colis très bien protégé, merci !",Positif,Livraison
623,"Produit moyen, fait le job mais sans plus.",Neutre,Produit
624,"Le tarif a augmenté de 20% sans explication, c'est abusé.",Négatif,Prix
625,"Rapport qualité-prix très défavorable, je regrette cet achat coûteux. à voir dans le temps.",Négatif,Prix
626,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
627,"Mon avis : Aucune considération pour le client, SAV inexistant.",Négatif,Service Client
628,"Déçu par cet article, il ne fonctionne pas du tout..",Négatif,Produit
629,"Service client au top, aimable et très efficace.",Positif,Service Client
630,Très bon prix avec la promotion en cours.,Positif,Prix
631,SAV poli mais procédure d'échange un peu longue. Déçu.,Neutre,Service Client
632,"Impossible de joindre le service client, le téléphone sonne dans le vide.",Négatif,Service Client
633,"Bonjour, Le SAV refuse de me rembourser malgré le défaut. Service lamentable.",Négatif,Service Client
634,Rapport qualité-prix imbattable sur le marché actuel.,Positif,Prix
635,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
636,On me ballade de service en service sans résoudre mon problème.,Négatif,Service Client
637,Le prix est prohibitif par rapport aux performances du produit. Déçu.,Négatif,Prix
638,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
639,Le SAV refuse de me rembourser malgré le défaut. Service lamentable.,Négatif,Service Client
640,"Le produit est de super qualité, je recommande vivement !",Positif,Produit
641,"Excellent rapport qualité prix, je rachèterai sans hésiter.",Positif,Prix
642,"Réponse reçue en 48 heures, standard.",Neutre,Service Client
643,"Produit moyen, fait le job mais sans plus.",Neutre,Produit
644,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
645,Temps d'attente correct pour joindre le support. Je conseille.,Neutre,Service Client
646,"Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
647,Remplacement du produit défectueux fait sans aucun frais ni discussion.,Positif,Service Client
648,"Service client au top, aimable et très efficace.",Positif,Service Client
649,"Délai d'attente interminable pour la livraison, plus d'une semaine de retard.",Négatif,Livraison
650,"Honnêtement, Service après-vente incompétent qui n'a pas compris mon problème.",Négatif,Service Client
651,"Ni cher ni bon marché, tarif normal.",Neutre,Prix
652,"Bonjour, Le conseiller a fait ce qu'il pouvait sans plus.",Neutre,Service Client
653,"Mon avis : Conseiller au téléphone impoli, agressif et d'aucune aide. !",Négatif,Service Client
654,"Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
655,Service après-vente incompétent qui n'a pas compris mon problème. Déçu.,Négatif,Service Client
656,Livreur désagréable qui a laissé le colis sur le trottoir.,Négatif,Livraison
657,"Réponse reçue en 48 heures, standard.",Neutre,Service Client
658,"Déçu par cet article, il ne fonctionne pas du tout..",Négatif,Produit
659,"Le tarif a augmenté de 20% sans explication, c'est abusé. !",Négatif,Prix
660,"Ni cher ni bon marché, tarif normal.",Neutre,Prix
661,"Produit moyen, fait le job mais sans plus.",Neutre,Produit
662,Support client réactif et très professionnel. Problème résolu !,Positif,Service Client
663,"Des frais cachés s'ajoutent à la fin, ce n'est pas honnête. Je conseille.",Négatif,Prix
664,"Honnêtement, Déçu par cet article, il ne fonctionne pas du tout.",Négatif,Produit
665,"Plastique de mauvaise qualité, très fragile, je ne recommande pas.",Négatif,Produit
666,Je suis surpris de la qualité pour un prix aussi bas.,Positif,Prix
667,"Bonjour, Impossible de joindre le service client, le téléphone sonne dans le vide.",Négatif,Service Client
668,"Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
669,Le colis est arrivé ouvert et abîmé. Très mécontent. Je conseille.,Négatif,Livraison
670,SAV poli mais procédure d'échange un peu longue..,Neutre,Service Client
671,"Honnêtement, Fonctionne comme prévu, mais n'a rien d'exceptionnel. Je conseille.",Neutre,Produit
672,"Ni cher ni bon marché, tarif normal.",Neutre,Prix
673,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
674,"Bonne affaire, beaucoup moins cher qu'en magasin physique. à voir dans le temps.",Positif,Prix
675,"Honnêtement, Reçu très rapidement, emballage soigné et sécurisé..",Positif,Livraison
676,"Réponse reçue en 48 heures, standard. !",Neutre,Service Client
677,"Plastique de mauvaise qualité, très fragile, je ne recommande pas.",Négatif,Produit
678,"Expédition rapide et colis très bien protégé, merci !",Positif,Livraison
679,Tarif tout à fait raisonnable et accessible.,Positif,Prix
680,Une équipe de support client très humaine et attentionnée..,Positif,Service Client
681,Prix correct pour les prestations fournies.,Neutre,Prix
682,"Super service de livraison, livreur très courtois et ponctuel. !",Positif,Livraison
683,Colis reçu. Rien à signaler de particulier.,Neutre,Livraison
684,Le colis est arrivé ouvert et abîmé. Très mécontent. !,Négatif,Livraison
685,Temps d'attente correct pour joindre le support. Déçu.,Neutre,Service Client
686,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
687,"Honnêtement, Ni cher ni bon marché, tarif normal..",Neutre,Prix
688,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
689,"Bonjour, Conforme à la description, les finitions sont magnifiques. !",Positif,Produit
690,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
691,Très bonne écoute de la part du conseiller au téléphone.,Positif,Service Client
692,"Honnêtement, Colis reçu. Rien à signaler de particulier.",Neutre,Livraison
693,"Aucune considération pour le client, SAV inexistant.",Négatif,Service Client
694,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
695,"Un excellent produit, robuste et conforme à mes attentes.",Positif,Produit
696,Tarif tout à fait raisonnable et accessible.,Positif,Prix
697,"Arrivé pile à l'heure, rien à redire sur le transport. Déçu.",Positif,Livraison
698,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
699,SAV poli mais procédure d'échange un peu longue.,Neutre,Service Client
700,"Reçu très rapidement, emballage soigné et sécurisé. à voir dans le temps.",Positif,Livraison
701,Service après-vente incompétent qui n'a pas compris mon problème.,Négatif,Service Client
702,"Livraison correcte, dans les délais annoncés.",Neutre,Livraison
703,Remplacement du produit défectueux fait sans aucun frais ni discussion.,Positif,Service Client
704,"Pour ma part, Livré avec un jour de retard mais carton intact. à voir dans le temps.",Neutre,Livraison
705,Le support a été d'une grande aide pour configurer l'appareil.,Positif,Service Client
706,"Service client au top, aimable et très efficace. Je conseille.",Positif,Service Client
707,"La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation.",Négatif,Produit
708,Le prix est dans la moyenne du marché.,Neutre,Prix
709,"Délai d'attente interminable pour la livraison, plus d'une semaine de retard.",Négatif,Livraison
710,Le SAV a traité ma demande de remboursement en quelques minutes.,Positif,Service Client
711,"Pour ma part, J'attends une réponse du support par mail depuis deux semaines.",Négatif,Service Client
712,"Bonjour, Temps de livraison moyen, emballage standard.",Neutre,Livraison
713,Livré avec un jour de retard mais carton intact. Déçu.,Neutre,Livraison
714,"Aucune considération pour le client, SAV inexistant.",Négatif,Service Client
715,"Honnêtement, Le SAV refuse de me rembourser malgré le défaut. Service lamentable.",Négatif,Service Client
716,"Bonjour, On me ballade de service en service sans résoudre mon problème.",Négatif,Service Client
717,"Honnêtement, Le SAV refuse de me rembourser malgré le défaut. Service lamentable.",Négatif,Service Client
718,J'attends une réponse du support par mail depuis deux semaines.,Négatif,Service Client
719,Rapport qualité-prix imbattable sur le marché actuel. !,Positif,Prix
720,"Expédition rapide et colis très bien protégé, merci !",Positif,Livraison
721,Tarif standard sans réduction particulière.,Neutre,Prix
722,"Mon avis : La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation..",Négatif,Produit
723,"Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
724,Je suis surpris de la qualité pour un prix aussi bas.,Positif,Prix
725,"Conforme à la description, les finitions sont magnifiques.",Positif,Produit
726,"Déçu par cet article, il ne fonctionne pas du tout.",Négatif,Produit
727,"Le produit est de super qualité, je recommande vivement !",Positif,Produit
728,"Pour ma part, Qualité standard, conforme au prix payé.",Neutre,Produit
729,"Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
730,Tarif tout à fait raisonnable et accessible.,Positif,Prix
731,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
732,On trouve exactement le même produit deux fois moins cher ailleurs.,Négatif,Prix
733,Le conseiller a fait ce qu'il pouvait sans plus..,Neutre,Service Client
734,"Bonjour, Un prix très compétitif pour une telle qualité de service.",Positif,Prix
735,Le colis est arrivé avec trois jours de retard et carton écrasé.,Négatif,Livraison
736,J'attends une réponse du support par mail depuis deux semaines..,Négatif,Service Client
737,"Conseiller au téléphone impoli, agressif et d'aucune aide.",Négatif,Service Client
738,Mon avis : Je suis surpris de la qualité pour un prix aussi bas.,Positif,Prix
739,"Mon avis : Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
740,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
741,"Qualité standard, conforme au prix payé.",Neutre,Produit
742,"Qualité standard, conforme au prix payé.",Neutre,Produit
743,Je suis surpris de la qualité pour un prix aussi bas. !,Positif,Prix
744,"Honnêtement, Le produit est de super qualité, je recommande vivement !",Positif,Produit
745,"Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
746,SAV poli mais procédure d'échange un peu longue..,Neutre,Service Client
747,Prix correct pour les prestations fournies.,Neutre,Prix
748,"Retard de livraison inadmissible, aucun suivi disponible.",Négatif,Livraison
749,"Honnêtement, Livraison correcte, dans les délais annoncés.",Neutre,Livraison
750,"Honnêtement, Livraison en 24h chrono, impressionnant !",Positif,Livraison
751,"Honnêtement, Trop cher pour une qualité aussi basique. !",Négatif,Prix
752,"Produit défectueux à l'arrivée, impossible de l'allumer..",Négatif,Produit
753,"Réponse reçue en 48 heures, standard.",Neutre,Service Client
754,Beaucoup trop cher pour ce que c'est réellement.,Négatif,Prix
755,"Super service de livraison, livreur très courtois et ponctuel. Je conseille.",Positif,Livraison
756,"Temps de livraison moyen, emballage standard..",Neutre,Livraison
